Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Event Name,Country,ISO,Region,Location,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured
2007-0537-MEX,2007,Natural,Hydrological,Landslide,,Mexico,MEX,Central America,"San Juan Grijalva village (Ostuacan district, Chiapas province)",2007,11,6,2007,11,6,16,
2007-0690-USA,2007,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Iowa, Kansas, Minnesota, Texas, Wisconsin provinces",2007,5,21,2007,5,25,5,
2007-0251-USA,2007,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,New York province,2007,6,19,2007,6,20,4,
2007-0519-USA,2007,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura districts (California province)",2007,10,21,2007,10,24,8,64
2007-0689-USA,2007,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Arkansas, Iowa, Texas",2007,2,23,2007,2,25,4,27
2007-0360-MEX,2007,Natural,Meteorological,Storm,Dean,Mexico,MEX,Central America,"Yucatan, Quintana Roo, Campeche, Veracruz, Hidalgo, Puebla provinces",2007,8,21,2007,8,24,9,
2007-0439-MEX,2007,Natural,Meteorological,Storm,Felix,Mexico,MEX,Central America,"Veracruz, Tamaulipas, San Luis Potosi provinces",2007,9,4,2007,9,6,,
2007-0380-PHL,2007,Natural,Meteorological,Storm,Sepat,Philippines (the),PHL,South-Eastern Asia,"Region III (Central Luzon), Region IV-A (Calabarzon), Region V (Bicol region) provinces",2007,8,17,2007,8,24,3,
2007-0457-PHL,2007,Natural,Meteorological,Storm,Wipha/Goring,Philippines (the),PHL,South-Eastern Asia,Negros Occidental district (Region VI (Western Visayas) province),2007,9,17,2007,9,25,2,
2007-0668-PHL,2007,Natural,Meteorological,Storm,Goring,Philippines (the),PHL,South-Eastern Asia,"Region IV (Southern Tagalog), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",2007,9,18,2007,9,18,1,
2007-0156-USA,2007,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,Texas province,2007,4,24,2007,4,26,10,80
2007-0359-USA,2007,Natural,Meteorological,Storm,Erin,United States of America (the),USA,Northern America,"Texas, Oklahoma, Missouri provinces",2007,8,16,2007,8,19,7,
2007-0621-USA,2007,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Illinois, Iowa, Missouri, Minnesota, Kansas, Nebraska, Colorado, Michigan, Wisconsin, Wyoming provinces",2007,12,23,2007,12,26,22,
2007-0641-USA,2007,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Oklahoma, Missouri, Iowa, Illinois, Kansas, Nebraska, Connecticut, Michigan, New York, New Jersey, Pennsylvania, Rhode Island provinces",2007,12,9,2007,12,11,24,2
2007-0435-MEX,2007,Natural,Hydrological,Flood,,Mexico,MEX,Central America,"El Higo area (Temporal district, Veracruz province), Panuco, Pueblo Viejo districts (Veracruz province), Altamira, Tampico districts (Tamaulipas province)",2007,9,4,2007,9,12,,
2007-0671-MEX,2007,Natural,Meteorological,Storm,Henriette,Mexico,MEX,Central America,"Acapulco De Juarez district (Guerrero province), Oaxaca, Michoacan, Colima, Jalisco provinces",2007,9,1,2007,9,1,6,
2007-0266-MEX,2007,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Near Zacacoapan (Puebla state),2007,7,4,2007,7,4,32,
2007-0434-MEX,2007,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Coahuila department,2007,9,9,2007,9,9,29,120
2007-0445-MEX,2007,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Nayarit state,2007,9,15,2007,9,15,15,12
2007-0517-MEX,2007,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Coast of Oaxaca state,2007,10,19,2007,10,19,24,
2007-0549-MEX,2007,Technological,Technological,Industrial accident,Oil plateform,Mexico,MEX,Central America,Campeche (Tabasco),2007,10,23,2007,10,24,23,
2007-0669-PHL,2007,Natural,Geophysical,Volcanic activity,Mt. Bulusan,Philippines (the),PHL,South-Eastern Asia,"Irosin area (Sorsogon district, Region V (Bicol region) province)",2007,7,31,2007,7,31,,
2007-0577-PHL,2007,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Sulu, Tawi-tawi districts (ARMM province), Ilocos Norte, La Union, Pangasinan districts (Region I province), Zamboanga Del Sur, Zamboanga del Norte districts (Region IX province), Antique, Negros Occidental districts (Region VI province), Negros Oriental district (Region VII province), Misamis Oriental, Camiguin districts (Region X province)",2007,11,28,2007,11,28,,
2007-0665-PHL,2007,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Naujan, Victoria areas (Oriental Mindoro district, Region IV province)",2007,12,1,2007,12,4,,
2007-0560-PHL,2007,Natural,Meteorological,Storm,Kabayan (Peipah),Philippines (the),PHL,South-Eastern Asia,"Isabela, Cagayan districts (Region II (Cagayan Valley) province)",2007,11,4,2007,11,6,8,
2007-0260-PHL,2007,Technological,Technological,Transport accident,"Ferry ""Blue Water Princess 1""",Philippines (the),PHL,South-Eastern Asia,Near Bondoc,2007,7,12,2007,7,12,16,
2007-9347-PHL,2007,Natural,Climatological,Drought,,Philippines (the),PHL,South-Eastern Asia,"La Union, Pangasinan, Ilocos Sur districts (Region I (Ilocos region) province), Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan Valley) province)",2007,8,,2007,8,,,
2007-0144-PHL,2007,Technological,Technological,Miscellaneous accident,,Philippines (the),PHL,South-Eastern Asia,Mandaluyong city,2007,4,7,2007,4,7,,
2007-0403-TCD,2007,Natural,Hydrological,Flood,,Chad,TCD,Middle Africa,Salamat province,2007,8,25,2007,9,9,12,
2007-0411-TCD,2007,Natural,Hydrological,Flood,,Chad,TCD,Middle Africa,"Kabia, Mayo-Boneye, Mayo-Dala provinces",2007,8,9,2007,8,15,3,
2007-0375-TCD,2007,Natural,Meteorological,Storm,,Chad,TCD,Middle Africa,Bebedjia district (Logone Oriental province),2007,5,7,2007,5,7,14,145
2007-0438-TGO,2007,Natural,Hydrological,Flood,,Togo,TGO,Western Africa,"Savanes, Maritime provinces",2007,8,,2007,9,,41,77
2007-0567-TGO,2007,Technological,Technological,Transport accident,,Togo,TGO,Western Africa,Amouzoukpé,2007,11,30,2007,11,30,14,22
2007-0570-TGO,2007,Technological,Technological,Transport accident,,Togo,TGO,Western Africa,Blitta,2007,12,2,2007,12,3,16,
2007-0083-USA,2007,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Alabama, Missouri, Georgia, Minnesota provinces",2007,3,1,2007,3,2,20,20
2007-0173-USA,2007,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Texas, Kansas, Oklahoma provinces",2007,5,24,2007,5,29,8,
2007-0254-USA,2007,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"North Texas, Oklahoma provinces",2007,6,17,2007,6,22,10,
2007-0351-USA,2007,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Alpine, Amador, Calaveras, El Dorado, Mono, Placer, Tuolumne districts (California province)",2007,6,24,2007,7,2,,
2007-0579-USA,2007,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Malibu area (Los Angeles district, California province)",2007,11,24,2007,11,27,,
2007-0493-USA,2007,Technological,Technological,Transport accident,Cessna 208B,United States of America (the),USA,Northern America,Washington state,2007,10,7,2007,10,7,10,
2007-0336-USA,2007,Technological,Technological,Miscellaneous accident,Bridge,United States of America (the),USA,Northern America,Minneapolis (Minnesota),2007,8,2,2007,8,2,29,60
2007-0118-USA,2007,Technological,Technological,Miscellaneous accident,Home,United States of America (the),USA,Northern America,Bronx (New York),2007,3,7,2007,3,8,10,
2008-0304-MEX,2008,Natural,Meteorological,Storm,Hurricane Dolly,Mexico,MEX,Central America,"Tamaulipas, Veracruz, Yucatan, San Luis Potosi, Nuevo Leon, Coahuila provinces",2008,7,20,2008,7,21,2,
2008-0249-PHL,2008,Natural,Meteorological,Storm,Typhoon Fengshen (Franck),Philippines (the),PHL,South-Eastern Asia,"Aklan, Antique, Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Leyte, Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province), Marinduque, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Masbate district (Region V (Bicol region) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province)",2008,6,21,2008,6,23,644,826
2008-0010-USA,2008,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"California, Nevada, Oregon provinces",2008,1,5,2008,1,9,2,
2008-0210-USA,2008,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Dunkerton city (Black Hawk district, Iowa province), Parkesburg, New Hartford cities (Butler district, Iowa province), Cedar Rapids city (Linn district, Iowa province), Minnesota, Indiana, Illinois, Kansas, Michigan, Montana, Missouri, Nebraska, Wisconsin provinces",2008,5,22,2008,5,26,7,70
2008-0194-USA,2008,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Kansas, Maryland, Missouri, North Carolina, Virginia, Texas, Oklahoma, Georgia, Arkansas provinces",2008,5,10,2008,5,12,22,150
2008-0197-PHL,2008,Natural,Meteorological,Storm,Halong (Cosme),Philippines (the),PHL,South-Eastern Asia,"Pangasinan, La Union districts (Region I (Ilocos region) province), Zambales district (Region III (Central Luzon) province)",2008,5,18,2008,5,18,64,33
2008-0039-USA,2008,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Tennessee, Arkansas, Kentucky, Mississippi, Alabama, Indiana, Texas, Illinois, Ohio, Missouri provinces",2008,2,5,2008,2,6,59,150
2008-0115-USA,2008,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province)",2008,3,14,2008,3,14,2,27
2008-0304-USA,2008,Natural,Meteorological,Storm,Hurricane Dolly,United States of America (the),USA,Northern America,"Panama city beach (Bay district, Florida province), Aransas, Bexar, Brooks, Calhoun, Cameron, Hidalgo, Jim Wells, Kenedy, Kleberg, Nueces, Refugio, San Patricio, Starr, Victoria, Willacy districts (Texas province)",2008,7,23,2008,7,23,,
2008-0077-PHL,2008,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Naujan, Baco areas (Mindoro Oriental district, Region IV province), Albay, Camarines Sur, Camarines Norte, Sorgoson, Catanduanes districts (Region V province), Capiz district (Region VI province), Eastern Samar, Northern Samar, Samar, Leyte districts (Region VIII province), Misamis Oriental, Lanao del Norte districts (Region X province), Sultan Kudarat district (Region XII province)",2008,2,12,2008,3,12,63,37
2008-0426-PHL,2008,Natural,Meteorological,Storm,"Typhoon ""Hagupit"" (Nina)",Philippines (the),PHL,South-Eastern Asia,"Itogon area (Benguet district, Cordillera Administrative region (CAR) province)",2008,9,22,2008,9,22,37,17
2008-0131-USA,2008,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Missouri, Mississippi, Arkansas, Indiana, Illinois, Ohio, Kentucky, Oklahoma, Iowa, Wisconsin, Texas provinces",2008,3,17,2008,4,20,18,
2008-0627-USA,2008,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Wisconsin provinces",2008,6,9,2008,6,30,24,148
2008-0292-PHL,2008,Natural,Meteorological,Storm,"Tropical Storm ""Fung-Wong"" (Igme)",Philippines (the),PHL,South-Eastern Asia,"Piddig, Pasuquin areas (Metropolitan Manila district, National Capital region (NCR) province), Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Abra district (Cordillera Administrative region (CAR) province)",2008,7,28,2008,7,29,10,2
2008-0329-PHL,2008,Natural,Meteorological,Storm,"Tropical storm ""Kammuri"" (Julian)",Philippines (the),PHL,South-Eastern Asia,"Quezon city (Metropolitan Manila district, National Capital region (NCR) province), Cordillera Administrative region (CAR), Region I (Ilocos region), Region III (Central Luzon) provinces",2008,8,4,2008,8,4,2,
2008-0540-PHL,2008,Natural,Meteorological,Storm,"Tropical Storm ""Maysak"" (Quinta-Sony)",Philippines (the),PHL,South-Eastern Asia,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",2008,11,6,2008,11,11,19,14
2008-0609-PHL,2008,Natural,Meteorological,Storm,"TYphoon ""Rammasun"" (Butchoy)",Philippines (the),PHL,South-Eastern Asia,"Lambayong, Esperanza areas (Sultan Kudarat district, Region XII (Soccsksargen) province)",2008,5,13,2008,5,13,1,40
2008-0621-PHL,2008,Natural,Meteorological,Storm,"Typhoon ""Helen""",Philippines (the),PHL,South-Eastern Asia,"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud areas (Ilocos Norte district, Region I (Ilocos region) province), Luna area (La Union district, Region I (Ilocos region) province), Santa Terisita area (Cagayan district, Region II (Cagayan Valley) province)",2008,7,18,2008,7,18,2,1
2008-0338-USA,2008,Natural,Meteorological,Storm,"Tropical Storm ""Fay""",United States of America (the),USA,Northern America,"Florida, Georgia, Alabama, Mississippi provinces",2008,8,20,2008,8,28,12,
2008-0384-USA,2008,Natural,Meteorological,Storm,Hurricane Ike,United States of America (the),USA,Northern America,"Galveston, Brazoria, Harris, Chambers, Jefferson districts (Texas province), Louisiana, Tennessee, Arkansas, Ohio, Indiana, Illinois, Missouri, Kentucky, Pennsylvania, Michigan provinces",2008,9,12,2008,9,16,82,
2008-0288-MEX,2008,Natural,Hydrological,Flood,,Mexico,MEX,Central America,"Hidalgo, Tamaulipas, Zacatecas, Tabasco, Veracruz, Oaxaca provinces",2008,7,6,2008,7,11,12,
2008-0433-MEX,2008,Natural,Hydrological,Landslide,,Mexico,MEX,Central America,"Huautla de Jimenez municipality (Teotitlan district, Oaxaca state)",2008,9,17,2008,9,18,22,
2008-0158-MEX,2008,Technological,Technological,Transport accident,Helicopter Bell-212,Mexico,MEX,Central America,Uruapan (Michoacan state),2008,4,18,2008,4,18,11,
2008-0531-MEX,2008,Technological,Technological,Transport accident,Bi-motor,Mexico,MEX,Central America,Near Mexico,2008,11,4,2008,11,4,15,7
2008-0198-MEX,2008,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Sierra d'Hidalgo,2008,5,19,2008,5,19,24,
2008-0255-MEX,2008,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Chihuahua state,2008,6,29,2008,6,29,14,28
2008-0287-MEX,2008,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Tantoyucan road (Veracruz state),2008,7,7,2008,7,7,11,
2008-0494-MEX,2008,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Near Calpulapan (Mexico state),2008,10,18,2008,10,18,11,20
2008-0512-MEX,2008,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Oaxaca,2008,11,7,2008,11,7,17,5
2008-0248-MEX,2008,Technological,Technological,Miscellaneous accident,,Mexico,MEX,Central America,Mexico city,2008,6,20,2008,6,20,12,20
2008-0347-PHL,2008,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Bansalan area (Davao del Sur district, Region XI province)",2008,6,6,2008,6,6,1,
2008-0545-PHL,2008,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao areas (Cagayan district, Region II province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto. Thomas areas (Isabela district, Region II province), Casiguran, Dinalungan, Dilasag areas (Aurora district, Region III province), Rizal, Lubuagan areas (Kalinga district, CAR province)",2008,11,21,2008,11,24,10,
2008-0571-PHL,2008,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Region II (Cagayan Valley), Region V (Bicol region), Region XIII (Caraga), Region XI (Davao Region), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog) provinces",2008,12,1,2008,12,4,29,
2008-0608-PHL,2008,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Nueva Ecija, Tarlac, Pampanga, Bulacan districts (Region III province)",2008,8,8,2008,8,8,,
2008-0611-PHL,2008,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Asucion area (Davao del Norte district, Region XI province), Initao, Gitagum areas (Misamis Oriental district, Region X province)",2008,1,18,2008,1,18,,
2008-0620-PHL,2008,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Manay area (Davao Oriental district, Region XI province), Braulio E. Dujali area (Davao del Norte district, Region XI province)",2008,6,17,2008,6,17,7,1
2008-0622-PHL,2008,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Pigcawayan, Midsayap, Pikit areas (North Cotabato district, Region XII province), Sultan Kudarat, Mother Kabuntalan, Northern Kabuntalan, Datu Odin Sinsuat areas (Shariff Kabunsuan district, ARMM province), Sultan Sabarongis, Rajah Buauan, Mamasapano, Datu Piang, Datu Anggal Midtimbang, Datu Saudi Ampatuan areas (Maguindanao district, ARMM province)",2008,9,4,2008,9,13,6,3
2008-0393-PHL,2008,Natural,Hydrological,Landslide,,Philippines (the),PHL,South-Eastern Asia,"Maco city (Compostela district, Region XI (Davao Region) province)",2008,9,6,2008,9,6,24,28
2008-0155-PHL,2008,Natural,Meteorological,Storm,"Typhoon ""Neoguri"" (Ambo)",Philippines (the),PHL,South-Eastern Asia,"Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",2008,4,13,2008,4,13,1,
2008-0369-PHL,2008,Natural,Meteorological,Storm,"Tropical storm ""Nuri"" (Karen)",Philippines (the),PHL,South-Eastern Asia,"Region I (Ilocos region), Region II (Cagayan Valley), Cordillera Administrative region (CAR) provinces",2008,8,22,2008,8,22,38,13
2008-0623-PHL,2008,Natural,Meteorological,Storm,"TRopical storm ""Higos"" (Pablo)",Philippines (the),PHL,South-Eastern Asia,"Nueva Ecija, Pampanga districts (Region III (Central Luzon) province)",2008,9,29,2008,9,29,1,
2008-0250-PHL,2008,Technological,Technological,Transport accident,Ferry MV Princess of the Stars,Philippines (the),PHL,South-Eastern Asia,"Claveria (Near Sibuyan Island, Romblon)",2008,6,21,2008,6,21,815,
2008-0505-PHL,2008,Technological,Technological,Transport accident,"Ferry ""Don Dexter Kathleen""",Philippines (the),PHL,South-Eastern Asia,Near Masbate Island,2008,11,4,2008,11,4,42,
2008-0566-PHL,2008,Technological,Technological,Transport accident,"Ferry ""Maejan""",Philippines (the),PHL,South-Eastern Asia,Near Ballesteros,2008,12,15,2008,12,15,56,
2008-0610-PHL,2008,Technological,Technological,Miscellaneous accident,Slum,Philippines (the),PHL,South-Eastern Asia,Malabon city,2008,5,7,2008,5,7,1,3
2008-0367-TCD,2008,Natural,Hydrological,Flood,,Chad,TCD,Middle Africa,"Ndjamena district (Hadjer Lamis province), Barh Koh, Lac Iro provinces",2008,7,20,2008,8,25,,
2008-0445-TCD,2008,Natural,Hydrological,Flood,,Chad,TCD,Middle Africa,"Kerfi village (Goz-beida district, Sila province)",2008,9,15,2008,9,15,,
2008-0448-TCD,2008,Natural,Biological,Epidemic,Hepatite E,Chad,TCD,Middle Africa,"Dogdore, Bredjing camps",2008,1,1,2008,10,1,22,
2008-0291-TGO,2008,Natural,Hydrological,Flood,,Togo,TGO,Western Africa,"Agou, Ogou, Kloto, Haho districts (Plateaux province), Ave, Golfe, Vo, Zio districts (Maritime province)",2008,7,1,2008,8,8,6,79
2008-0599-USA,2008,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Arkansas, Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Tennessee, Alabama, Mississippi provinces",2008,1,29,2008,1,30,4,
2008-0601-USA,2008,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Arkansas, Oklahoma, Texas provinces",2008,4,9,2008,4,11,3,
2008-0645-USA,2008,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,Suffolk district (Virginia province),2008,4,28,2008,4,28,,200
2008-0654-USA,2008,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Massachusetts, New York, Maine, New Hampshire, Vermont provinces",2008,12,11,2008,12,22,5,
2008-0563-USA,2008,Natural,Meteorological,Extreme temperature,,United States of America (the),USA,Northern America,"Maine, Massachusetts, New Hampshire, New York, Vermont provinces",2008,12,11,2008,12,14,,
2008-0099-USA,2008,Natural,Geophysical,Earthquake,,United States of America (the),USA,Northern America,"Wells city (Elko district, Nevada province)",2008,2,21,2008,2,21,,3
2008-0600-USA,2008,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Arkansas, California, Colorado, Illinois, Indiana, Kansas, Michigan, Missouri, New York, Ohio, Oklahoma, Oregon, Washington, Wisconsin provinces",2008,1,4,2008,1,9,12,
2008-0352-USA,2008,Natural,Meteorological,Storm,"Hurricane ""Gustav""",United States of America (the),USA,Northern America,"Louisiana, Mississippi, Texas, Alabama provinces",2008,9,1,2008,9,1,43,
2008-0378-USA,2008,Natural,Meteorological,Storm,Hurricane Hanna,United States of America (the),USA,Northern America,"Florida, North Carolina, Maryland provinces",2008,8,28,2008,8,28,7,
2008-0253-USA,2008,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,California province,2008,6,20,2008,7,9,1,
2008-0356-USA,2008,Technological,Technological,Transport accident,Bimoteur,United States of America (the),USA,Northern America,Utah,2008,8,22,2008,8,22,10,
2008-0330-USA,2008,Technological,Technological,Transport accident,,United States of America (the),USA,Northern America,Texas,2008,8,8,2008,8,8,12,26
2008-0474-USA,2008,Technological,Technological,Transport accident,,United States of America (the),USA,Northern America,Near Williams (California),2008,10,5,2008,10,5,10,30
2008-0404-USA,2008,Technological,Technological,Transport accident,,United States of America (the),USA,Northern America,Chatsworth (near Los Angeles),2008,9,13,2008,9,13,25,135
2008-0143-USA,2008,Technological,Technological,Miscellaneous accident,House,United States of America (the),USA,Northern America,Pennsylvania,2008,4,3,2008,4,3,10,
2008-0524-USA,2008,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Los Angeles, Orange, Riverside, Santa Barbara districts (California province)",2008,11,13,2008,11,18,,20
2009-0165-PHL,2009,Natural,Meteorological,Storm,"Typhoon ""Emong"" (Chanom)",Philippines (the),PHL,South-Eastern Asia,"Aringay, Agoo, Bacnotan, Bagulin, Bauang, Burgos, Caba, Naguillian Pugo, Rosario, San Gabriel, San Juan, Sto Thomas, Tubao, San Fernando areas (La Union district, Region I (Ilocos region) province), Anda, Agno, Bani, Bolinao, Dasol, Infanta, Lingayan, Mabini, Sta Barbara, Sual, Alaminos city, Dagupan areas (Pangasinan district, Region I (Ilocos region) province), Ambaguio, Bagabag, Bambang, Bayombong, Dupax del Sur, Solano, Sta Fe areas (Nueva Vizcaya district, Region II (Cagayan Valley) province), Aurora, Cabaruan, Cordon, Delfin Albano, Ilagan, Luna, Quirino, Ramon, Reina Mercedes, Cauayan city, Santiago areas (Isabela district, Region II (Cagayan Valley) province), Cabarroguis, Saguiday areas (Quirino district, Region II (Cagayan Valley) province), Rizal area (Cagayan district, Region II (Cagayan Valley) province), Sta Cruz, Olongapo areas (Zambales district, Region III (Central Luzon) province), Guagua area (Pampanga district, Region III (Central Luzon) province), Kiangan, Asipulo, Lamut, Lagawe, Hingyon, Hungduan, Tinoc, Aguinaldo, Alfonso Lista areas (Ifugao district, Cordillera Administrative region (CAR) province), Pinukpuk, Lubuagan areas (Kalinga district, Cordillera Administrative region (CAR) province), Baguio city (Benguet district, Cordillera Administrative region (CAR) province)",2009,5,7,2009,5,10,77,53
2009-0140-USA,2009,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Texas, Oklahoma, Arkansas, Alabama, Georgia, Kentucky, Louisiana, Missouri, South Carolina, Tennessee provinces",2009,4,9,2009,4,10,9,72
2009-0023-PHL,2009,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Aringay area (La Union district, Region I province), Brroke's Point, Bataraza, Balabac areas (Palawan district, Region IV province), Labo area (Camarines Norte district, Region V province), Bagamanoc, Baras, Bato, Caramoran, Gigmoto, Pandan, Panganiban, San Andres, San Miguel, Viga, Virac areas (Catanduanes district, Region V province), Pontevedra, Panitan, Sigma, Dao, Cuartero areas (Capiz district, Region VI province), Amlan area (Negros Oriental district, Region VII province), Bobon, Catarman, Lavesares, Lope de Vega, Mondragon, Palapag, San Roque areas (Northern Samar district, Region VIII province), Cayagan de Oro City area (Misamis Oriental district, Region X province), Region XIII (Caraga) province",2009,1,2,2009,1,15,33,15
2009-0113-MEX,2009,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Coahuila state,2009,3,16,2009,3,16,11,18
2009-0151-MEX,2009,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Chiapas state,2009,4,16,2009,4,16,18,66
2009-0115-MEX,2009,Technological,Technological,Industrial accident,Gas intoxication,Mexico,MEX,Central America,Hidalgo province,2009,3,21,2009,3,21,11,1
2009-0027-PHL,2009,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Poblacion, Mago-ong, Samburon baranguays villages (Linamon area, Labao del Norte district, Region X province)",2009,1,8,2009,1,8,,
2009-0026-PHL,2009,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Malibago, Gumamela, Anahaw, Bagacay, Santa Cruz villages (Labo area, Camarines Norte district, Region V province)",2009,1,9,2009,1,9,,
2009-0150-TCD,2009,Natural,Biological,Epidemic,Meningitis,Chad,TCD,Middle Africa,,2009,1,,2009,4,,102,
2009-0098-TGO,2009,Technological,Technological,Transport accident,,Togo,TGO,Western Africa,Togblékopé,2009,3,9,2009,3,10,19,
2009-0106-USA,2009,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"North Dakota, Minnesota provinces",2009,3,24,2009,4,20,2,60
2009-0056-USA,2009,Natural,Meteorological,Extreme temperature,,United States of America (the),USA,Northern America,"Texas, Pennsylvania, Oklahoma, Kentucky, Missouri, Arkansas, District of Columbia provinces",2009,1,26,2009,1,28,58,
2009-0071-USA,2009,Technological,Technological,Transport accident,Bombardier Dash 8 Q400,United States of America (the),USA,Northern America,Clarence Center (New york State),2009,2,12,2009,2,12,50,
2009-0111-USA,2009,Technological,Technological,Transport accident,,United States of America (the),USA,Northern America,Butte (Montana),2009,3,22,2009,3,22,14,
2009-0421-IDN,2009,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"Agam, Kepulauan Mentawai, Kota Bukitinggi, Kota Padang, Kota Padangpanjang, Kota Pariaman, Kota Pasaman, Kota Pasaman Barat, Kota Payakumbuh, Kota Sawahlunto, Kota Solok, Limapuluhkoto, Padangpariaman, Solok, Solok Selatan, Pesisir Selatan, Sawahlunto/sijunjung, Tanahdatar districts (Sumatera Barat province), Keranci, Merangin districts (Jambi province)",2009,9,30,2009,9,30,1195,1798
