Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Event Name,Country,ISO,Region,Location,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured
2018-0044-PHL,2018,Natural,Meteorological,Storm,Tropical storm 'Basyang' (Sanba),Philippines (the),PHL,South-Eastern Asia,"Palawan (Mimaropa); Capiz, Iloilo, Negros occidental (Region IV - Western Visayas); Bohol, Cebu, Negros Oriental, Siquijor (Region VII - Central Visayas); Biliran, Eastern Samar, Leyte, Samar, Southern Leyte (Region VII - Eastern Visayas); Agusan del Norte, Dinagat Isl., Surigao del Norte, Surigao del Sur (REgion XIII - Caraga)",2018,2,12,2018,2,16,,
2018-0455-PHL,2018,Natural,Meteorological,Storm,Tropical depression 'Usman',Philippines (the),PHL,South-Eastern Asia,"Regions IV-A (Calabarzon), IV-B (Mimaropa), V (Bicol), and VIII (Eastern Visayas)",2018,12,28,2018,12,31,182,105
2018-0352-IDN,2018,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"Dongalla, Sigi (dongalla), Parigi Moutong, Palu, Poso, Mamuju Utara (Celebas Isl., Central Sulawesi)",2018,9,28,2018,9,28,4140,
2018-0141-IDN,2018,Technological,Technological,Industrial accident,Oil well,Indonesia,IDN,South-Eastern Asia,Aceh (Sumatra Isl.),2018,4,25,2018,4,25,21,38
2018-0425-IDN,2018,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,Muara Saladi village in Mandailing Natal Regency (North Sumatra),2018,10,11,2018,10,12,35,
2018-0471-IDN,2018,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Java, Sumatra Isl",2018,11,26,2018,12,4,13,
2018-0121-IDN,2018,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"West Sulawesi, East Kalimantan, North Suamatra",2018,3,22,2018,3,26,3,1
2018-0472-IDN,2018,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Bogor (West Java); East Java, West Sumatra, Riau, Bali",2018,12,6,2018,12,10,9,
2018-0483-IDN,2018,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,Pasir Pangang (Java province),2018,2,21,2018,2,23,20,
2018-0341-PHL,2018,Natural,Meteorological,Storm,Typhoon Mangkut (Ompong),Philippines (the),PHL,South-Eastern Asia,"Apayao, Benguet, Cagayan, Kalinga, Isabela, Abra, Ilocos Norte and Ilocos Sur",2018,9,16,2018,9,16,84,138
2018-0399-PHL,2018,Natural,Meteorological,Storm,Typhoon 'Yutu' (Rosita),Philippines (the),PHL,South-Eastern Asia,"Ilocos norte, Ilocos Sur, la Union, Pangasinan (Region 1 - Ilocos); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Nueva Ecija, Tarlac, Zambales (Region III - Central Luzon); Northern Samar (REgion VIII - Eastern Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (CAR)",2018,10,30,2018,10,30,12,2
2018-0257-IDN,2018,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"Lombok, sumbawa",2018,8,5,2018,8,5,564,1584
2018-0458-IDN,2018,Natural,Geophysical,Volcanic activity,Anak Krakatoa,Indonesia,IDN,South-Eastern Asia,"Pandenglang, South Lampung, Serang districts (Bantan province)",2018,12,22,2018,12,22,453,14059
2018-0056-IDN,2018,Natural,Hydrological,Landslide,,Indonesia,IDN,South-Eastern Asia,"Pasir Panjang, Purbalingga, Cirebon, Cepu District, Blora Regency, Wanarej, Cilacap Regency, Bandung, Pangandaran, Brebes district (Java)",2018,2,22,2018,2,22,15,14
2018-0421-MEX,2018,Natural,Meteorological,Storm,Tropical storm 'Vicente',Mexico,MEX,Central America,Michoacán and Oaxaca,2018,10,19,2018,10,23,14,
2018-0227-PHL,2018,Natural,Meteorological,Storm,Tyhoon 'Son Tinh',Philippines (the),PHL,South-Eastern Asia,,2018,7,17,2018,7,31,16,
2018-0031-IDN,2018,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"Jakarta, Sukabumi, Bogor , Bogor city (Java), Cianjur, Lebak, Pandeglang, Serang (Banten)",2018,1,23,2018,1,23,1,11
2018-0254-IDN,2018,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"North Lombok, East Lombok, West Lombok, Central Lombok, Mataram districts (West Nusa Tenggara province)",2018,7,29,2018,7,29,14,135
2018-0302-IDN,2018,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,Lombok Isl.,2018,8,19,2018,8,19,10,24
2018-0016-IDN,2018,Natural,Geophysical,Volcanic activity,Mt. Agung,Indonesia,IDN,South-Eastern Asia,,2018,1,14,2018,1,14,,
2018-0401-IDN,2018,Technological,Technological,Transport accident,Boeing 737,Indonesia,IDN,South-Eastern Asia,Near Jakarta,2018,10,29,2018,10,29,189,
2018-0333-IDN,2018,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,Java island near Sukabumi (west),2018,9,8,2018,9,8,21,
2018-0184-IDN,2018,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,Sumatra Isl.,2018,6,18,2018,6,18,180,
2018-0275-IDN,2018,Technological,Technological,Transport accident,Ferry 'KM Lestari',Indonesia,IDN,South-Eastern Asia,Between Célèbes and Selayar Isl.,2018,7,4,2018,7,4,34,
2018-0343-IDN,2018,Technological,Technological,Transport accident,Ferry,Indonesia,IDN,South-Eastern Asia,Sulawesi province,2018,9,14,2018,9,14,13,
2018-0166-IDN,2018,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,West Nusa Tenggara,2018,3,5,2018,3,6,,
2018-0315-MEX,2018,Natural,Geophysical,Earthquake,,Mexico,MEX,Central America,Oaxaca,2018,2,16,2018,2,16,,4
2018-0367-MEX,2018,Natural,Hydrological,Flood,,Mexico,MEX,Central America,"Sinaloa, Sonora, Chihuahua, Michoacan",2018,9,20,2018,9,23,20,
2018-0406-MEX,2018,Natural,Meteorological,Storm,Hurricane Willa,Mexico,MEX,Central America,"Sinaloa, Nayarit, Jalisco, Durango, Zacatec",2018,10,23,2018,10,23,6,
2018-0035-MEX,2018,Technological,Technological,Transport accident,Helicopter,Mexico,MEX,Central America,Oaxaca state,2018,2,16,2018,2,16,14,
2018-0228-MEX,2018,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Near Ecatepec,2018,7,20,2018,7,20,13,
2018-0274-MEX,2018,Technological,Technological,Miscellaneous accident,Fireworks depot,Mexico,MEX,Central America,Tultepec,2018,7,5,2018,7,5,12,
2018-0014-PHL,2018,Natural,Geophysical,Volcanic activity,Mt. Mayon,Philippines (the),PHL,South-Eastern Asia,"Bacacay, Daraga, Legazpi, Ligao, Santo Domingo, Tabao, Camalig, Guinobatan, Malilipot municipalities (Bicol region, Albay province)",2018,1,13,2018,3,6,,
2018-0004-PHL,2018,Natural,Meteorological,Storm,Agaton (01W),Philippines (the),PHL,South-Eastern Asia,"Aklan, Capiz (Region VI); Bohol, Cebu (Region VII); Camiguin, Lanao del NOrte, Misamis Oriental (Region X); Agusan del NOrte, Dinagat Isl., Surigao del Norte , Surigao del Sur (Caraga)",2018,1,1,2018,1,3,3,9
2018-0347-PHL,2018,Natural,Meteorological,Storm,Tropical Storm Yagi,Philippines (the),PHL,South-Eastern Asia,"I, III, CAR, NCR, and CALABARZON",2018,9,19,2018,9,19,5,
2018-0486-PHL,2018,Natural,Biological,Epidemic,Measles,Philippines (the),PHL,South-Eastern Asia,,2018,1,,2018,12,,202,21812
2018-0089-PHL,2018,Technological,Technological,Transport accident,Bi-moteur Piper PA-23,Philippines (the),PHL,South-Eastern Asia,Plaridel city (Manilla),2018,3,17,2018,3,17,10,
2018-0051-PHL,2018,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Bicol, Dvao, Eastern Visayas, NOrthern Mindanao, Western Visayas",2018,1,13,2018,1,17,11,
2019-0083-IDN,2019,Technological,Technological,Industrial accident,Gold mine,Indonesia,IDN,South-Eastern Asia,Bolaang Mongondow Regency (North Sulawesi Province),2019,2,26,2019,2,26,13,
2019-0022-IDN,2019,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Kebumen (Banyumas district); Mojokerto, Bojonegoro, Purworedjo, Cilacap districts (Central Java)",2019,1,17,2019,1,17,2,
2019-0107-IDN,2019,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Java Isl., western Timor",2019,3,6,2019,3,8,9,4
2019-0168-IDN,2019,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Bengkulu city, Kaur, North Bengkulu, Central Bengkulu, South Bengkulu, Seluma, Kapahiang, Lebong, Rejang Lebong districts (Bengkulu Province)",2019,4,25,2019,5,27,18,2
2019-0013-IDN,2019,Natural,Hydrological,Landslide,,Indonesia,IDN,South-Eastern Asia,"Jenepoto, Maros, Gowa, Makassar-city, Soppeng, Wajo, Barru, Pangkep, Sidra, Bantaeng, Takalar, Selayar, Sinjai districts (Celebes Isl., Sulawesi province)",2019,1,21,2019,1,23,84,47
2019-0085-IDN,2019,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,West Sumatra province,2019,2,28,2019,2,28,,48
2019-0109-IDN,2019,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,Lombok Isl. (West Nusa Tenggara),2019,3,17,2019,3,17,9,45
2019-0111-IDN,2019,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,Papua province,2019,3,16,2019,3,18,206,915
2019-0117-IDN,2019,Natural,Hydrological,Landslide,,Indonesia,IDN,South-Eastern Asia,Yogyakarta region,2019,3,20,2019,3,20,5,
2019-0167-IDN,2019,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"South Jakarta, East Jakarta",2019,4,25,2019,4,26,2,
2019-0210-IDN,2019,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Konawe, North Konawe, Konawe Island, East Kolaka regencies (Sulawesi, Kalimantan Islands)",2019,6,9,2019,6,14,1,
2019-0190-MEX,2019,Technological,Technological,Transport accident,Bombardier Challenger 601,Mexico,MEX,Central America,Coahuila state,2019,5,5,2019,5,5,13,
2019-0103-MEX,2019,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Chiapas state,2019,3,7,2019,3,7,23,33
2019-0019-MEX,2019,Technological,Technological,Industrial accident,Oleoduc,Mexico,MEX,Central America,Tlahuelilpan,2019,1,18,2019,1,18,125,22
2019-0162-PHL,2019,Natural,Geophysical,Earthquake,,Philippines (the),PHL,South-Eastern Asia,Castillejos (Zambales),2019,4,22,2019,4,22,25,282
2019-0021-PHL,2019,Natural,Meteorological,Storm,Tropical depression 'Amang' (01W),Philippines (the),PHL,South-Eastern Asia,"Agusan del Norte, Agisan del Sur, Dinaga Isl., Surigao del Norte, Surigao del Sur (Region XIII - Caraga)",2019,1,18,2019,1,25,,
2019-0080-PHL,2019,Natural,Biological,Epidemic,Measles,Philippines (the),PHL,South-Eastern Asia,"Luzon and Visayas in CALABARZON, Region 6 (Western Visayas) and Region 7 (Central Visayas), Region 8 (Eastern Visayas) and Region 10 (Northern Mindanao)",2019,1,1,2019,4,27,333,22967
2019-9137-PHL,2019,Natural,Climatological,Drought,,Philippines (the),PHL,South-Eastern Asia,"MIMAROPA Region, Region IX, Region XII, BARMM, Metro Manilla",2019,3,,2019,4,,,
2008-0669-USA,2008,Technological,Technological,Industrial accident,Sugar Refinery,United States of America (the),USA,Northern America,"Georgia, Savannah, Port Wentworth",2008,2,7,2008,2,7,13,40
2016-0322-USA,2016,Natural,Meteorological,Storm,Hurricane Hermine,United States of America (the),USA,Northern America,"Georgia, Florida, South Carolina, New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",2016,9,1,2016,9,6,3,
2016-0331-USA,2016,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn, Wright (Iowa)",2016,9,19,2016,9,23,1,
2016-0477-USA,2016,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",2016,11,26,2016,12,1,8,33
2016-0521-USA,2016,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",2016,12,13,2016,12,19,22,
2016-0355-USA,2016,Natural,Meteorological,Storm,Hurricane 'Matthew',United States of America (the),USA,Northern America,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",2016,10,8,2016,10,12,49,
2016-0493-USA,2016,Natural,Geophysical,Earthquake,,United States of America (the),USA,Northern America,Cushing (Oklahoma),2016,11,7,2016,11,7,,
2016-0264-USA,2016,Natural,Climatological,Wildfire,Sand Fire,United States of America (the),USA,Northern America,"Los Angeles, San Francisco districts (California province)",2016,7,24,2016,8,1,2,
2016-0297-USA,2016,Natural,Climatological,Wildfire,Clayton Fire,United States of America (the),USA,Northern America,"Lower Lake, Clearlake (Lake district, California province)",2016,8,13,2016,8,16,,
2016-0463-USA,2016,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Gatlinburg city (Sevier district, Tennessee province)",2016,11,,2016,12,31,14,191
2016-0277-USA,2016,Technological,Technological,Transport accident,Ballooning,United States of America (the),USA,Northern America,Near Lockhart (Texas),2016,7,30,2016,7,30,16,
2016-0408-USA,2016,Technological,Technological,Transport accident,,United States of America (the),USA,Northern America,Near Plam Springs (California),2016,10,23,2016,10,23,13,31
2016-0353-USA,2016,Technological,Technological,Transport accident,,United States of America (the),USA,Northern America,Hoboken (New Jersey),2016,9,29,2016,9,29,1,110
2016-0466-USA,2016,Technological,Technological,Miscellaneous accident,Party in a festival,United States of America (the),USA,Northern America,Oakland,2016,12,2,2016,12,2,36,2
2016-0292-USA,2016,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)",2016,8,9,2016,8,16,13,
2016-0552-USA,2016,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",2016,3,8,2016,3,13,5,
2017-0039-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"California, Nevada, Idaho, Colorado, Utah, Oregon states",2017,1,6,2017,1,13,3,
2017-0136-USA,2017,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",2017,4,28,2017,5,1,20,70
2017-0336-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",2017,8,5,2017,8,8,,30
2017-0062-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)",2017,2,8,2017,2,21,5,
2017-0234-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",2017,6,25,2017,6,29,,
2017-0564-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas – Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)",2017,3,25,2017,3,28,1,
2017-0362-USA,2017,Natural,Meteorological,Storm,Hurricane Harvey,United States of America (the),USA,Northern America,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",2017,8,25,2017,8,29,88,24
2017-0070-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa, North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states",2017,2,27,2017,3,2,4,12
2017-0481-TGO,2017,Natural,Hydrological,Flood,,Togo,TGO,Western Africa,"Nangbeto (Ogou) Agbanakin, Atchamé, Togbavi, Togbagan, Azimé-Dossou, Adamé, Gbandi, Gbandidi, Agbetiko, Handivi villages",2017,8,,2017,9,,,
2017-0203-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Colorado, New Mexico, Texas, Oklahoma, Missouri",2017,5,9,2017,5,11,,
2017-0563-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",2017,3,6,2017,3,9,2,15
2017-0253-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Minnesota (Minneapolis – St. Paul, MN metro region-Twin Cities, Lac Qui Parle County, Montevideo (Chippewa), Slayton (Murray), St. Cloud (Stearns), Monticello (Wright), Coon Rapids (Anoka)), Wisconsin (St. Croix), Upper Peninsula (Michigan), North Dakota (Richardson, Stark County, Morton County, Milton and Langdon in Cavalier County), South Dakota (Deuel, Jerauld, Beadle, and Clark Counties)",2017,6,9,2017,6,12,,2
2017-0512-USA,2017,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Missouri, Indiana (Bedford in Lawrence, Muncie in Delaware, Salem in Washington, Blackford, Jay), Ohio (Celina in Mercer, Williamsfield in Ashtabula, Clyde in Sandusky, Bloomingville in Erie , Republic, West Lodi in Seneca, Galion in Crawford, Steuben, Norwalk, Fitchville, Wakeman in Huron, Nova and Hayesville in Ashland, South Vienna in Wayne, Calcutta in Columbiana, Clark), Pennsylvania (Erie in Erie), Illinois (Noble in Richland)",2017,11,5,2017,11,6,,8
2017-0381-USA,2017,Natural,Meteorological,Storm,Hurricane 'Irma',United States of America (the),USA,Northern America,"Keys islands, Monroe, South Florida, Jacksonville (Duval), Marco Island, Naples (Collier), Fort Lauderdale (Broward), Lakeland (Polk), Orlando (Orange), Clay (Florida), Savannah, Tybee Island (Chatham), Brunswick, St. Simons Island (Glynn), McIntosh, Camden (Georgia), Charleston, Folly Beach, the Isle of Palms, Sullivan’s Island (Charleston) Hilton Head, Beaufort, Edisto Beach (Colleton) (South Carolina)",2017,9,10,2017,9,28,97,
2017-9342-TCD,2017,Natural,Climatological,Drought,,Chad,TCD,Middle Africa,"Chari Baguimi, Guera, Lac, Kanem, Wadi Fira",2017,3,,2017,5,,,
